City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Poum,0,NC,1584848923,75,-20.23,164.02,79.63,20.96
Itamaracá,40,BR,1584848923,83,-7.75,-34.83,80.6,5.82
Petropavlovsk-Kamchatskiy,75,RU,1584848687,74,53.05,158.65,35.6,17.9
Luangwa,100,ZM,1584848923,82,-15.62,30.42,70.81,2.21
Fort Nelson,75,CA,1584848923,46,58.81,-122.7,30.2,5.82
Lapi,0,PH,1584848924,47,17.72,121.9,84.49,2.8
Severodvinsk,20,RU,1584848924,92,64.56,39.83,12.2,4.47
Awjilah,58,LY,1584848924,22,29.11,21.29,62.89,16.49
Morada Nova,100,BR,1584848924,95,-5.11,-38.37,74.23,3.38
Broken Hill,59,AU,1584848924,35,-31.95,141.43,73.4,17.22
Leningradskiy,100,RU,1584848924,77,69.38,178.42,1.15,5.48
Necochea,21,AR,1584848925,60,-38.55,-58.74,70.0,13.0
Rabo de Peixe,75,PT,1584848926,66,37.8,-25.58,53.6,13.87
Burgersdorp,0,ZA,1584848926,42,-31.0,26.33,56.59,1.86
Gijang,40,KR,1584848926,52,35.24,129.21,66.2,11.41
Yibin,94,CN,1584848926,41,28.77,104.62,74.77,6.24
São Gabriel da Cachoeira,44,BR,1584848926,89,-0.13,-67.09,76.21,3.02
Badou,52,TG,1584848927,81,7.58,0.6,76.39,3.89
Alappuzha,41,IN,1584848927,73,9.49,76.33,82.69,2.59
Bavleny,0,RU,1584848927,65,56.4,39.56,21.85,7.45
Hefei,100,CN,1584848927,59,31.86,117.28,62.6,11.18
Westport,1,US,1584848767,27,41.14,-73.36,44.01,12.75
Yaguajay,0,CU,1584848927,77,22.33,-79.24,75.13,16.4
Lorengau,100,PG,1584848927,68,-2.02,147.27,84.31,5.95
Pinawa,90,CA,1584848928,91,50.15,-95.88,20.59,7.85
Tokur,97,RU,1584848928,81,53.13,132.9,24.55,1.36
Beckley,90,US,1584848928,88,37.78,-81.19,42.01,8.05
Cody,90,US,1584848928,55,44.53,-109.06,46.99,6.93
Goundam,50,ML,1584848928,17,16.41,-3.67,76.75,13.06
Castelo do Piauí,96,BR,1584848929,96,-5.32,-41.55,70.81,2.1
Aripuanã,100,BR,1584848929,98,-9.17,-60.63,73.33,1.52
Ola,100,RU,1584848930,80,59.58,151.28,24.37,22.64
Umluj,0,SA,1584848931,42,25.02,37.27,56.05,6.6
Havøysund,100,NO,1584848931,93,71.0,24.66,35.6,28.86
Sioux Lookout,5,CA,1584848731,50,50.1,-91.92,23.0,5.41
Kuragaki-kosugi,75,JP,1584848931,82,36.72,137.1,57.99,11.41
Águas Vermelhas,100,BR,1584848931,95,-15.75,-41.46,68.47,2.59
Northam,98,GB,1584848931,85,51.03,-4.22,41.0,7.0
Vanavara,100,RU,1584848932,95,60.34,102.28,28.69,8.81
Soyo,100,AO,1584848932,88,-6.13,12.37,76.75,3.09
Asău,90,RO,1584848932,93,46.43,26.4,37.4,12.75
Maragogi,100,BR,1584848932,76,-9.01,-35.22,82.87,12.15
Bermeo,40,ES,1584848932,93,43.42,-2.72,53.01,2.24
Manokwari,100,ID,1584848932,86,-0.87,134.08,77.11,5.39
Altamont,1,US,1584848932,52,42.21,-121.74,44.6,4.97
Pemba,20,MZ,1584848932,94,-12.97,40.52,77.0,8.05
Tougue,0,GN,1584848932,27,11.47,-11.6,70.81,2.46
Banda Aceh,84,ID,1584848688,54,5.56,95.32,85.39,5.26
Port-Gentil,92,GA,1584848932,75,-0.72,8.78,81.61,2.84
Whitehorse,90,CA,1584848683,59,60.72,-135.05,33.8,12.75
Columbia,1,US,1584848932,60,34.0,-81.03,69.8,4.7
Bogandé,58,BF,1584848932,21,12.97,-0.14,78.37,5.5
Kedrovyy,40,RU,1584848932,49,56.17,91.82,48.2,11.18
Kattivākkam,40,IN,1584848932,78,13.22,80.32,84.0,4.7
Yinchuan,77,CN,1584848933,17,38.47,106.27,56.23,2.3
Manali,40,IN,1584848933,78,13.17,80.27,84.0,4.7
Touros,20,BR,1584848933,94,-5.2,-35.46,75.2,2.24
Huambo,100,AO,1584848933,98,-12.78,15.74,60.19,1.41
Oriximiná,16,BR,1584848933,81,-1.77,-55.87,77.83,4.12
Aberdeen,100,GB,1584848933,69,57.14,-2.1,37.99,8.05
Pokhara,55,NP,1584848933,49,28.23,83.98,68.47,0.78
Grindavik,40,IS,1584848933,61,63.84,-22.43,32.0,16.11
Catemaco,69,MX,1584848933,91,18.42,-95.12,69.19,1.86
Novopskov,100,UA,1584848933,93,49.55,39.09,42.37,3.36
Hīt,91,IQ,1584848933,75,33.64,42.83,52.81,6.51
Slave Lake,20,CA,1584848933,87,55.28,-114.77,32.0,13.87
Guerrero Negro,51,MX,1584848933,72,27.98,-114.06,60.01,16.35
Myitkyina,0,MM,1584848933,49,25.38,97.4,76.21,3.2
Klyuchi,7,RU,1584848933,78,52.27,79.17,33.55,26.69
Kavaratti,20,IN,1584848933,70,10.57,72.64,84.2,4.7
Pozo Colorado,0,PY,1584848933,41,-23.49,-58.8,68.83,3.58
Pisco,100,PE,1584848934,78,-13.7,-76.22,75.2,8.05
Manche,90,FR,1584848934,70,49.0,-1.17,44.6,11.41
Bogdand,75,RO,1584848934,69,47.42,22.93,39.2,14.99
Khandyga,91,RU,1584848934,89,62.67,135.6,14.11,2.66
Tshane,100,BW,1584848934,64,-24.02,21.87,69.01,12.68
Qūchān,100,IR,1584848934,92,37.11,58.51,41.65,16.87
Nadym,0,RU,1584848934,87,65.53,72.52,-5.51,6.85
Kharela,9,IN,1584848934,33,25.55,79.82,80.89,1.95
Susanville,1,US,1584848934,83,40.42,-120.65,39.2,5.61
Wewak,100,PG,1584848934,68,-3.55,143.63,84.67,6.11
Vila Velha,90,BR,1584848805,94,-20.33,-40.29,77.0,8.05
Namangan,0,UZ,1584848934,58,41.0,71.67,55.4,4.7
Monrovia,75,LR,1584848934,94,6.3,-10.8,75.2,5.1
Tilichiki,100,RU,1584848934,99,60.47,166.1,33.73,19.53
Rio Branco,40,BR,1584848844,100,-9.97,-67.81,71.6,5.82
Villa Carlos Paz,0,AR,1584848934,87,-31.42,-64.5,71.01,4.7
Siparia,20,TT,1584848936,78,10.13,-61.5,78.01,6.93
Comodoro Rivadavia,100,AR,1584848936,43,-45.87,-67.5,69.8,17.22
Broome,1,US,1584848936,53,42.25,-75.83,27.0,13.87
Dumbéa,20,NC,1584848936,51,-22.15,166.45,82.4,20.8
Novo Aripuanã,94,BR,1584848936,95,-5.12,-60.38,73.87,1.95
Yarim,0,YE,1584848936,79,14.3,44.38,56.59,5.82
Chul'man,29,RU,1584848936,84,56.85,124.91,14.83,1.66
Ténenkou,0,ML,1584848686,23,14.46,-4.92,74.41,5.88
Ulaanbaatar,0,MN,1584848936,47,47.91,106.88,35.6,2.24
Lisburn,96,GB,1584848936,80,54.52,-6.04,41.0,3.36
West Bay,20,KY,1584848936,83,19.37,-81.42,78.8,5.82
Essenbach,65,DE,1584848937,82,48.62,12.22,32.0,14.99
Santiago del Estero,0,AR,1584848937,50,-27.8,-64.26,69.91,8.34
Botro,20,CI,1584848937,78,7.85,-5.31,77.0,6.93
Conway,40,US,1584848780,70,35.09,-92.44,48.2,6.93
Can Tho,40,VN,1584848938,74,10.03,105.78,84.2,4.7
Los Llanos de Aridane,43,ES,1584848938,59,28.66,-17.92,60.8,3.36
Pedernales,15,DO,1584848938,85,18.04,-71.74,66.13,3.85
Kodinsk,100,RU,1584848938,97,58.69,99.18,33.19,8.68
Fafe,40,PT,1584848938,100,41.45,-8.17,51.8,1.05
Turgenevo,0,RU,1584848938,58,54.85,46.33,24.19,9.6
Lujiang,100,CN,1584848938,59,31.26,117.28,62.6,11.18
General Pico,39,AR,1584848938,59,-35.66,-63.76,66.67,9.48
Bairiki Village,40,KI,1584848938,62,1.33,172.98,89.6,12.75
Strelka,100,RU,1584848938,93,58.07,93.03,33.91,6.49
Bonavista,0,CA,1584848938,73,48.65,-53.11,25.0,21.99
Belaya Gora,0,RU,1584848938,68,68.53,146.42,10.87,2.35
La Asuncion,1,VE,1584848938,83,11.03,-63.86,78.8,10.29
Nivala,0,FI,1584848938,61,63.92,24.97,21.67,5.14
Laramie,1,US,1584848666,68,41.31,-105.59,33.8,5.82
Dergachi,74,RU,1584848939,66,51.23,48.77,34.45,6.26
Yerbogachën,79,RU,1584848939,93,61.28,108.01,18.79,6.11
Carberry,90,CA,1584848939,73,49.87,-99.36,23.0,12.75
Nosy Varika,22,MG,1584848747,90,-20.58,48.53,72.07,2.95
Kamaishi,75,JP,1584848939,93,39.27,141.88,44.6,5.82
Saint Anthony,90,US,1584848939,71,45.02,-93.22,32.0,6.93
Taltal,0,CL,1584848940,91,-25.4,-70.48,58.93,0.74
Marabu,75,MY,1584848869,84,4.41,114.01,86.0,6.93
Sept-Îles,5,CA,1584848940,42,50.2,-66.38,5.0,14.99
Mitsamiouli,40,KM,1584848940,83,-11.38,43.28,80.6,9.17
Ayan,100,RU,1584848940,68,56.45,138.17,22.57,9.57
Alcalá la Real,90,ES,1584848940,87,37.46,-3.92,48.0,1.12
Zhezkazgan,0,KZ,1584848941,92,47.8,67.71,30.2,8.95
Fort-Shevchenko,0,KZ,1584848941,58,44.51,50.26,39.67,11.14
Kribi,64,CM,1584848941,83,2.95,9.92,77.47,3.83
Kaputa,100,ZM,1584848941,95,-8.47,29.66,62.89,1.14
Tumut,20,AU,1584848941,37,-35.3,148.22,70.27,9.57
Sinnamary,1,GF,1584848941,79,5.38,-52.95,79.99,14.58
Dakar,0,SN,1584848941,88,14.69,-17.44,71.6,9.17
Rio Grande,0,BR,1584848899,97,-32.03,-52.1,62.01,10.65
Sibolga,83,ID,1584848941,65,1.74,98.78,84.13,2.82
Batagay-Alyta,87,RU,1584848941,79,67.8,130.41,-0.29,4.07
Isangel,75,VU,1584848941,74,-19.55,169.27,82.4,17.22
Skibbereen,40,IE,1584848941,80,51.55,-9.27,41.0,9.17
Lake Havasu City,1,US,1584848941,51,34.48,-114.32,64.4,4.7
Santa Cruz de la Sierra,0,BO,1584848868,83,-17.8,-63.17,73.4,3.36
Sitka,90,US,1584848941,86,57.05,-135.33,39.2,13.87
Riyadh,0,SA,1584848685,25,24.69,46.72,64.4,9.17
Aklavik,90,CA,1584848943,79,68.22,-135.01,23.0,6.93
Oussouye,0,SN,1584848943,78,12.48,-16.55,73.4,4.7
Mahabalipuram,40,IN,1584848943,78,12.63,80.17,84.0,4.7
Hobyo,30,SO,1584848944,78,5.35,48.53,80.89,6.17
Tyrma,41,RU,1584848944,60,50.08,132.17,30.13,6.87
Berlevåg,100,NO,1584848945,81,70.86,29.09,39.13,32.3
Hambantota,97,LK,1584848945,76,6.12,81.12,78.55,10.29
Greenville,90,US,1584848945,76,35.61,-77.37,54.0,6.93
