City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Cáchira,40,CO,1584581956,69,7.74,-73.05,77.0,4.7
Paraná,0,AR,1584581956,96,-31.73,-60.52,70.0,7.14
Neiafu,75,TO,1584581956,100,-18.65,-173.98,78.8,5.82
Arshan',100,RU,1584581956,74,46.27,44.22,37.4,8.95
Safaga,0,EG,1584581956,44,26.73,33.94,60.8,11.41
Tilichiki,100,RU,1584581956,84,60.47,166.1,21.47,13.73
Rabo de Peixe,75,PT,1584581956,87,37.8,-25.58,57.2,19.46
Tezu,70,IN,1584581956,52,27.92,96.17,72.59,4.74
Elko,90,US,1584581956,59,41.0,-115.5,39.0,11.41
Yaan,100,NG,1584581956,69,7.38,8.57,83.93,7.87
Mocuba,46,MZ,1584581957,98,-16.84,36.99,69.17,4.12
Tatarbunary,0,UA,1584581957,51,45.84,29.61,38.39,4.9
Richards Bay,33,ZA,1584581957,77,-28.78,32.04,74.03,14.45
Murray,90,US,1584581957,75,40.67,-111.89,46.99,14.99
Seydi,0,TM,1584581957,49,39.48,62.91,57.11,14.29
High Level,20,CA,1584581957,48,58.52,-117.14,21.2,6.93
Baiyin,64,CN,1584581957,19,36.56,104.21,51.01,2.24
Suntar,100,RU,1584581958,85,62.14,117.63,24.89,10.16
Grasse,0,FR,1584581859,75,43.67,6.92,59.0,4.7
Rio Grande,0,BR,1584581841,97,-32.03,-52.1,72.0,11.77
Arrondissement de Beauvais,77,FR,1584581960,87,49.42,2.0,51.01,4.07
Arona,20,ES,1584581960,67,28.1,-16.68,62.6,5.82
Córdoba,0,AR,1584581961,88,-31.41,-64.18,68.0,3.36
Kandrian,55,PG,1584581961,74,-6.22,149.55,84.29,6.85
Joshīmath,90,IN,1584581961,27,30.57,79.57,42.17,4.32
Pisco,75,PE,1584581961,83,-13.7,-76.22,73.4,17.22
Touros,20,BR,1584581961,83,-5.2,-35.46,80.6,3.36
Kloulklubed,75,PW,1584581961,74,7.04,134.26,86.0,10.29
Coahuayana Viejo,5,MX,1584581961,61,18.73,-103.68,77.0,11.41
Oistins,20,BB,1584581962,74,13.07,-59.53,78.8,13.87
Vao,0,NC,1584581962,72,-22.67,167.48,77.09,20.76
Pilar,40,BR,1584581962,100,-9.6,-35.96,75.2,4.76
Shebunino,100,RU,1584581962,92,46.43,141.86,39.11,19.55
Samarai,95,PG,1584581962,88,-10.62,150.67,79.61,6.6
Batemans Bay,83,AU,1584581962,46,-35.72,150.18,89.01,3.36
Caravelas,0,BR,1584581963,80,-17.71,-39.25,80.87,12.06
Chinautla,5,GT,1584581963,56,14.71,-90.5,71.6,13.87
Amahai,90,ID,1584581963,66,-3.33,128.92,83.75,3.18
Port Antonio,20,JM,1584581963,58,18.18,-76.46,82.4,8.05
Colares,0,PT,1584581963,63,38.8,-9.45,64.0,8.05
Katangli,99,RU,1584581963,90,51.71,143.23,30.47,3.13
Conceição do Araguaia,100,BR,1584581963,88,-8.26,-49.26,78.8,4.7
Shimoda,20,JP,1584581963,63,34.67,138.95,64.4,14.99
Arkhara,60,RU,1584581963,92,49.42,130.08,29.03,10.74
Impfondo,100,CG,1584581963,97,1.64,18.07,72.23,3.58
Zyryanka,99,RU,1584581963,87,65.75,150.85,-4.45,10.47
Mahébourg,20,MU,1584581963,88,-20.41,57.7,75.2,2.24
Marsh Harbour,0,BS,1584581713,81,26.54,-77.06,73.49,16.42
Lamu,100,KE,1584581964,74,-2.27,40.9,83.93,9.73
Nizhniy Tsasuchey,100,RU,1584581964,21,50.52,115.13,36.41,8.55
Lorengau,2,PG,1584581964,67,-2.02,147.27,83.03,1.5
La Roche-sur-Yon,0,FR,1584581964,93,46.67,-1.43,51.8,5.82
Mogadishu,100,SO,1584581964,81,2.04,45.34,83.03,15.05
Maniitsoq,100,GL,1584581964,63,65.42,-52.9,29.21,23.87
Port Keats,22,AU,1584581964,42,-14.25,129.55,93.83,10.31
Viedma,0,AR,1584581780,86,-40.81,-63.0,60.53,10.65
Ponta Delgada,75,PT,1584581964,87,37.73,-25.67,57.2,19.46
Melita,100,CA,1584581964,87,49.27,-101.0,21.0,7.0
Tranås,13,SE,1584581964,86,58.04,14.98,37.4,18.34
Ezhou,75,CN,1584581766,47,30.4,114.83,68.99,3.47
Samaná,4,DO,1584581964,97,19.21,-69.34,68.45,3.67
Menongue,100,AO,1584581965,97,-14.66,17.69,61.43,1.16
Chokwé,100,MZ,1584581965,75,-24.53,32.98,68.81,4.59
Gigmoto,0,PH,1584581965,79,13.78,124.39,80.87,10.04
Nivala,11,FI,1584581965,85,63.92,24.97,28.0,4.0
La Libertad,100,EC,1584581965,78,-2.23,-80.9,80.6,6.93
Honiara,20,SB,1584581883,74,-9.43,159.95,87.8,6.93
Soyo,100,AO,1584581965,89,-6.13,12.37,79.07,3.36
Alice Springs,0,AU,1584581699,24,-23.7,133.88,89.6,9.17
Tsimmerbude,90,RU,1584581965,93,54.67,20.13,46.4,8.95
Gunjur,5,GM,1584581965,83,13.2,-16.73,69.8,6.93
Nelson Bay,0,AU,1584581966,42,-32.72,152.15,86.0,14.99
Vredendal,0,ZA,1584581967,90,-31.67,18.5,53.69,1.1
Upata,56,VE,1584581967,75,8.01,-62.4,72.41,5.77
Dalaba,36,GN,1584581967,65,10.7,-12.25,65.93,3.18
Vertou,0,FR,1584581967,93,47.17,-1.47,48.2,3.36
Qui Nhon,73,VN,1584581967,59,13.77,109.23,85.19,4.27
Mitsamiouli,47,KM,1584581967,73,-11.38,43.28,82.31,6.24
Mataram,20,ID,1584581942,74,-8.58,116.12,86.0,4.47
Cilegon,20,ID,1584581968,78,-6.02,106.05,82.4,4.7
Abnūb,0,EG,1584581968,54,27.27,31.15,53.6,8.05
Kumul,33,CN,1584581968,31,42.8,93.45,55.31,1.9
Teya,20,RU,1584581968,83,60.38,92.63,16.43,9.69
Toora-Khem,100,RU,1584581969,75,52.47,96.11,24.35,3.89
Oodweyne,32,SO,1584581969,75,9.41,45.06,61.79,4.34
Dzhalil',100,RU,1584581969,80,55.02,52.74,31.19,17.49
Matara,34,LK,1584581969,74,5.95,80.54,81.77,7.76
Krasnoyarka,75,RU,1584581969,100,55.33,73.12,26.6,11.18
Formosa,100,AR,1584581969,100,-26.18,-58.18,77.0,2.24
Krasnosel'kup,100,RU,1584581969,94,65.7,82.47,23.81,19.66
São José da Coroa Grande,79,BR,1584581970,78,-8.9,-35.15,82.67,13.87
Nichlaul,0,IN,1584581970,45,27.32,83.73,73.31,0.58
Tongren,83,CN,1584581970,68,27.72,109.19,63.23,1.83
Marzuq,94,YE,1584581970,72,14.4,46.47,65.03,4.12
Yulara,0,AU,1584581970,21,-25.24,130.99,93.2,8.05
Mayo,90,US,1584581970,71,38.89,-76.51,52.0,3.36
Kollam,20,IN,1584581970,78,8.88,76.6,80.6,2.24
Manzanillo,0,CU,1584581971,73,20.34,-77.12,74.03,12.21
Poso,100,ID,1584581971,86,-1.4,120.75,70.97,0.6
Bonaventure,1,CA,1584581971,38,48.05,-65.49,24.8,4.7
Coyhaique,75,CL,1584581971,66,-45.58,-72.07,53.6,8.05
Mezen',100,RU,1584581971,97,65.85,44.24,28.31,8.23
Edgewater,1,US,1584581971,78,28.99,-80.9,75.99,8.05
Waddān,100,LY,1584581972,41,29.16,16.14,64.31,10.51
Magadan,100,RU,1584581774,62,59.57,150.8,13.37,1.74
Nizhniy Odes,88,RU,1584581972,97,63.64,54.86,29.21,6.64
Kwinana,98,AU,1584581972,67,-32.25,115.77,64.99,11.41
Itumba,100,TZ,1584581972,98,-9.4,33.18,61.97,0.38
Shache,38,CN,1584581973,18,38.42,77.24,56.39,3.06
Narsaq,75,GL,1584581973,34,60.92,-46.05,35.6,17.22
Vanimo,18,PG,1584581973,70,-2.67,141.3,83.39,6.06
Aswān,0,EG,1584581974,45,24.09,32.91,52.61,8.61
Pittsburg,40,US,1584581814,76,38.03,-121.88,55.4,4.7
Mundo Nuevo (Ojo de Agua),0,MX,1584581974,78,18.7,-95.5,74.21,3.6
Zhob,0,PK,1584581974,48,31.34,69.45,57.47,6.8
Malindi,100,KE,1584581974,87,-3.22,40.12,77.81,1.3
Kearney,90,US,1584581974,93,40.7,-99.08,48.2,9.17
Port Augusta,0,AU,1584581974,19,-32.5,137.77,91.4,24.16
Gondanglegi,14,ID,1584581975,65,-7.75,112.01,86.27,0.81
Sioux Lookout,75,CA,1584581975,38,50.1,-91.92,26.6,3.36
La Reforma,37,MX,1584581975,58,18.1,-91.02,79.97,6.85
Vila,0,PT,1584581975,76,42.03,-8.16,57.2,4.7
Boyuibe,100,BO,1584581975,97,-20.42,-63.28,66.47,5.64
Casablanca,40,MA,1584581975,100,33.59,-7.62,60.01,4.7
Puruliya,75,IN,1584581975,82,23.33,86.37,66.2,3.8
Chaoyang,0,CN,1584581975,26,41.57,120.46,45.23,26.91
Marsabit,100,KE,1584581976,78,2.33,37.99,73.31,21.16
Atar,0,MR,1584581976,30,20.52,-13.05,60.53,8.32
Antalaha,12,MG,1584581976,86,-14.9,50.28,79.07,0.85
Altoona,90,US,1584581976,75,40.52,-78.39,45.0,12.75
Khani,90,GE,1584581976,100,41.96,42.96,37.4,3.36
Santa Fe,0,AR,1584581976,77,-31.63,-60.7,70.0,5.01
Uyuni,100,BO,1584581977,62,-20.46,-66.83,54.77,3.69
Pak Phanang,20,TH,1584581977,78,8.35,100.2,78.8,2.24
Jinchang,0,CN,1584581977,18,38.5,102.17,46.85,8.84
Poum,0,NC,1584581977,75,-20.23,164.02,79.97,25.84
Cabinda,100,AO,1584581855,86,-5.55,12.2,80.69,9.44
São Miguel do Iguaçu,75,BR,1584581977,94,-25.35,-54.24,71.6,8.05
Guerrero Negro,65,MX,1584581977,61,27.98,-114.06,58.91,17.22
Maracás,86,BR,1584581888,93,-13.44,-40.43,68.45,6.38
Selty,100,RU,1584581977,97,57.31,52.13,34.61,11.3
Oneida,1,US,1584581977,39,43.2,-75.47,45.0,6.93
Zaozyornoye,0,UA,1584581977,70,45.16,33.28,41.45,19.35
Greifswald,100,DE,1584581977,87,54.1,13.38,45.0,1.99
La Asuncion,0,VE,1584581977,58,11.03,-63.86,87.8,10.29
Zheleznodorozhnyy,40,RU,1584581978,65,55.75,38.0,48.0,13.42
Isangel,75,VU,1584581978,58,-19.55,169.27,87.8,6.93
Lowestoft,100,GB,1584581979,93,52.48,1.75,45.0,11.59
Vila do Maio,75,CV,1584581979,64,15.13,-23.22,69.8,13.87
